module,word,example_index,original_jp,plain_jp,fixed_jp,status,unresolved_terms
n1-adverbs,万一,0,<span class='ex-highlight'><ruby>万一<rt>まんいち</rt></ruby></span>の<ruby>時<rt>とき</rt></ruby>は、すぐに<ruby>連<rt>れん</rt></ruby><ruby>絡<rt>らく</rt></ruby>してください。,万一の時は、すぐに連絡してください。,<span class='ex-highlight'><ruby>万一<rt>まんいち</rt></ruby></span>の<ruby>時<rt>とき</rt></ruby>は、すぐに<ruby>連<rt>れん</rt></ruby><ruby>絡<rt>らく</rt></ruby>してください。,ok,
n1-adverbs,仮に,0,<span class='ex-highlight'><ruby>仮<rt>かり</rt></ruby>に</span>それが<ruby>本<rt>ほん</rt></ruby><ruby>当<rt>とう</rt></ruby>だとしたら、<ruby>大<rt>たい</rt></ruby><ruby>変<rt>へん</rt></ruby>なことだ。,仮にそれが本当だとしたら、大変なことだ。,<span class='ex-highlight'><ruby>仮<rt>かり</rt></ruby>に</span>それが<ruby>本<rt>ほん</rt></ruby><ruby>当<rt>とう</rt></ruby>だとしたら、<ruby>大<rt>たい</rt></ruby><ruby>変<rt>へん</rt></ruby>なことだ。,ok,
n1-adverbs,強いて,0,<span class='ex-highlight'><ruby>強<rt>し</rt></ruby>いて</span><ruby>言<rt>い</rt></ruby>えば、こちらのほうが<ruby>好<rt>す</rt></ruby>きだ。,強いて言えば、こちらのほうが好きだ。,<span class='ex-highlight'><ruby>強<rt>し</rt></ruby>いて</span><ruby>言<rt>い</rt></ruby>えば、こちらのほうが<ruby>好<rt>す</rt></ruby>きだ。,ok,
n1-adverbs,一体,0,<span class='ex-highlight'><ruby>一<rt>いっ</rt></ruby><ruby>体<rt>たい</rt></ruby></span>どこへ<ruby>行<rt>い</rt></ruby>ったのだろう。,一体どこへ行ったのだろう。,<span class='ex-highlight'><ruby>一<rt>いっ</rt></ruby><ruby>体<rt>たい</rt></ruby></span>どこへ<ruby>行<rt>い</rt></ruby>ったのだろう。,ok,
n1-adverbs,果たして,0,<span class='ex-highlight'><ruby>果<rt>は</rt></ruby>たして</span>その<ruby>噂<rt>うわさ</rt></ruby>は<ruby>本<rt>ほん</rt></ruby><ruby>当<rt>とう</rt></ruby>だろうか。,果たしてその噂は本当だろうか。,<span class='ex-highlight'><ruby>果<rt>は</rt></ruby>たして</span>その<ruby>噂<rt>うわさ</rt></ruby>は<ruby>本<rt>ほん</rt></ruby><ruby>当<rt>とう</rt></ruby>だろうか。,ok,
n1-adverbs,いっそ,0,こんなに<ruby>苦<rt>くる</rt></ruby>しいなら、<span class='ex-highlight'>いっそ</span><ruby>諦<rt>あきら</rt></ruby>めよう。,こんなに苦しいなら、いっそ諦めよう。,こんなに<ruby>苦<rt>くる</rt></ruby>しいなら、<span class='ex-highlight'>いっそ</span><ruby>諦<rt>あきら</rt></ruby>めよう。,ok,
n1-adverbs,あえて,0,<ruby>嫌<rt>きら</rt></ruby>われるのを<ruby>覚<rt>かく</rt></ruby><ruby>悟<rt>ご</rt></ruby>で、<span class='ex-highlight'>あえて</span><ruby>厳<rt>きび</rt></ruby>しい<ruby>意見<rt>いけん</rt></ruby>を<ruby>言<rt>い</rt></ruby>う。,嫌われるのを覚悟で、あえて厳しい意見を言う。,<ruby>嫌<rt>きら</rt></ruby>われるのを<ruby>覚<rt>かく</rt></ruby><ruby>悟<rt>ご</rt></ruby>で、<span class='ex-highlight'>あえて</span><ruby>厳<rt>きび</rt></ruby>しい<ruby>意見<rt>いけん</rt></ruby>を<ruby>言<rt>い</rt></ruby>う。,ok,
n1-adverbs,何とぞ,0,<span class='ex-highlight'><ruby>何<rt>なに</rt></ruby>とぞ</span>よろしく願い<ruby>申<rt>もう</rt></ruby>し<ruby>上<rt>あ</rt></ruby>げます。,何とぞよろしく願い申し上げます。,<span class='ex-highlight'><ruby>何<rt>なに</rt></ruby>とぞ</span>よろしくお<ruby>願<rt>ねが</rt></ruby>い<ruby>申<rt>もう</rt></ruby>し<ruby>上<rt>あ</rt></ruby>げます。,ok,
n1-adverbs,かろうじて,0,<ruby>最<rt>さい</rt></ruby><ruby>終<rt>しゅう</rt></ruby><ruby>電<rt>でん</rt></ruby><ruby>車<rt>しゃ</rt></ruby>に<span class='ex-highlight'>かろうじて</span><ruby>間<rt>ま</rt></ruby>に<ruby>合<rt>あ</rt></ruby>った。,最終電車にかろうじて間に合った。,<ruby>最<rt>さい</rt></ruby><ruby>終<rt>しゅう</rt></ruby><ruby>電<rt>でん</rt></ruby><ruby>車<rt>しゃ</rt></ruby>に<span class='ex-highlight'>かろうじて</span><ruby>間<rt>ま</rt></ruby>に<ruby>合<rt>あ</rt></ruby>った。,ok,
n1-adverbs,危うく,0,<span class='ex-highlight'><ruby>危<rt>あや</rt></ruby>うく</span><ruby>車<rt>くるま</rt></ruby>にひかれるところだった。,危うく車にひかれるところだった。,<span class='ex-highlight'><ruby>危<rt>あや</rt></ruby>うく</span><ruby>車<rt>くるま</rt></ruby>にひかれるところだった。,ok,
n1-adverbs,案の定,0,<ruby>空<rt>そら</rt></ruby>が<ruby>暗<rt>くら</rt></ruby>くなり、<span class='ex-highlight'><ruby>案<rt>あん</rt></ruby>定</span><ruby>雨<rt>あめ</rt></ruby>が<ruby>降<rt>ふ</rt></ruby>ってきた。,空が暗くなり、案定雨が降ってきた。,<ruby>空<rt>そら</rt></ruby>が<ruby>暗<rt>くら</rt></ruby>くなり、<span class='ex-highlight'><ruby>案<rt>あん</rt></ruby>の<ruby>定<rt>じょう</rt></ruby></span><ruby>雨<rt>あめ</rt></ruby>が<ruby>降<rt>ふ</rt></ruby>ってきた。,ok,
n1-loanwords,アクシデント,0,<ruby>予<rt>よ</rt></ruby><ruby>期<rt>き</rt></ruby>せぬ<span class='ex-highlight'>アクシデント</span>が<ruby>起<rt>お</rt></ruby>きた。,予期せぬアクシデントが起きた。,<ruby>予<rt>よ</rt></ruby><ruby>期<rt>き</rt></ruby>せぬ<span class='ex-highlight'>アクシデント</span>が<ruby>起<rt>お</rt></ruby>きた。,ok,
n1-loanwords,アドバイス,0,<ruby>先<rt>せん</rt></ruby><ruby>生<rt>せい</rt></ruby>から<ruby>適<rt>てき</rt></ruby><ruby>切<rt>せつ</rt></ruby>な<span class='ex-highlight'>アドバイス</span>をもらう。,先生から適切なアドバイスをもらう。,<ruby>先<rt>せん</rt></ruby><ruby>生<rt>せい</rt></ruby>から<ruby>適<rt>てき</rt></ruby><ruby>切<rt>せつ</rt></ruby>な<span class='ex-highlight'>アドバイス</span>をもらう。,ok,
n1-loanwords,ブランク,0,5<ruby>年<rt>ねん</rt></ruby>の<span class='ex-highlight'>ブランク</span>を<ruby>経<rt>へ</rt></ruby>て<ruby>仕<rt>し</rt></ruby><ruby>事<rt>ごと</rt></ruby>に<ruby>復<rt>ふっ</rt></ruby><ruby>帰<rt>き</rt></ruby>する。,5年のブランクを経て仕事に復帰する。,5<ruby>年<rt>ねん</rt></ruby>の<span class='ex-highlight'>ブランク</span>を<ruby>経<rt>へ</rt></ruby>て<ruby>仕<rt>し</rt></ruby><ruby>事<rt>ごと</rt></ruby>に<ruby>復<rt>ふっ</rt></ruby><ruby>帰<rt>き</rt></ruby>する。,ok,
n1-loanwords,ブランク,1,<ruby>用<rt>よう</rt></ruby><ruby>紙<rt>し</rt></ruby>の<span class='ex-highlight'>ブランク</span>に<ruby>記<rt>き</rt></ruby><ruby>入<rt>にゅう</rt></ruby>する。,用紙のブランクに記入する。,<ruby>用<rt>よう</rt></ruby><ruby>紙<rt>し</rt></ruby>の<span class='ex-highlight'>ブランク</span>に<ruby>記<rt>き</rt></ruby><ruby>入<rt>にゅう</rt></ruby>する。,ok,
n1-loanwords,ブーム,0,<ruby>若<rt>わか</rt></ruby><ruby>者<rt>もの</rt></ruby>の<ruby>間<rt>あいだ</rt></ruby>でタピオカ<span class='ex-highlight'>ブーム</span>が<ruby>起<rt>お</rt></ruby>きている。,若者の間でタピオカブームが起きている。,<ruby>若<rt>わか</rt></ruby><ruby>者<rt>もの</rt></ruby>の<ruby>間<rt>あいだ</rt></ruby>でタピオカ<span class='ex-highlight'>ブーム</span>が<ruby>起<rt>お</rt></ruby>きている。,ok,
n1-loanwords,ブロック,0,<ruby>相<rt>あい</rt></ruby><ruby>手<rt>て</rt></ruby>の<ruby>攻<rt>こう</rt></ruby><ruby>撃<rt>げき</rt></ruby>を<span class='ex-highlight'>ブロック</span>する。,相手の攻撃をブロックする。,<ruby>相<rt>あい</rt></ruby><ruby>手<rt>て</rt></ruby>の<ruby>攻<rt>こう</rt></ruby><ruby>撃<rt>げき</rt></ruby>を<span class='ex-highlight'>ブロック</span>する。,ok,
n1-loanwords,ブロック,1,<span class='ex-highlight'>ブロック</span>でおもちゃの<ruby>家<rt>いえ</rt></ruby>を<ruby>作<rt>つく</rt></ruby>る。,ブロックでおもちゃの家を作る。,<span class='ex-highlight'>ブロック</span>でおもちゃの<ruby>家<rt>いえ</rt></ruby>を<ruby>作<rt>つく</rt></ruby>る。,ok,
n1-loanwords,ピント,0,カメラの<span class='ex-highlight'>ピント</span>を<ruby>合<rt>あ</rt></ruby>わせる。,カメラのピントを合わせる。,カメラの<span class='ex-highlight'>ピント</span>を<ruby>合<rt>あ</rt></ruby>わせる。,ok,
n1-loanwords,ピント,1,<ruby>彼<rt>かれ</rt></ruby>の<ruby>話<rt>はなし</rt></ruby>は<span class='ex-highlight'>ピント</span>がずれている。,彼の話はピントがずれている。,<ruby>彼<rt>かれ</rt></ruby>の<ruby>話<rt>はなし</rt></ruby>は<span class='ex-highlight'>ピント</span>がずれている。,ok,
n1-loanwords,クリア,0,テレビの<ruby>画<rt>が</rt></ruby><ruby>像<rt>ぞう</rt></ruby>がとても<span class='ex-highlight'>クリア</span>だ。,テレビの画像がとてもクリアだ。,テレビの<ruby>画<rt>が</rt></ruby><ruby>像<rt>ぞう</rt></ruby>がとても<span class='ex-highlight'>クリア</span>だ。,ok,
n1-loanwords,クリア,1,<ruby>難<rt>むずか</rt></ruby>しい<ruby>条<rt>じょう</rt></ruby><ruby>件<rt>けん</rt></ruby>を<span class='ex-highlight'>クリア</span>する。,難しい条件をクリアする。,<ruby>難<rt>むずか</rt></ruby>しい<ruby>条<rt>じょう</rt></ruby><ruby>件<rt>けん</rt></ruby>を<span class='ex-highlight'>クリア</span>する。,ok,
n1-loanwords,キャリア,0,<ruby>彼<rt>かの</rt></ruby><ruby>女<rt>じょ</rt></ruby>はエンジニアとしての<span class='ex-highlight'>キャリア</span>が<ruby>長<rt>なが</rt></ruby>い。,彼女はエンジニアとしてのキャリアが長い。,<ruby>彼<rt>かの</rt></ruby><ruby>女<rt>じょ</rt></ruby>はエンジニアとしての<span class='ex-highlight'>キャリア</span>が<ruby>長<rt>なが</rt></ruby>い。,ok,
n1-loanwords,キャラクター,0,<ruby>彼<rt>かれ</rt></ruby>は<ruby>明<rt>あか</rt></ruby>るい<span class='ex-highlight'>キャラクター</span>で<ruby>好<rt>す</rt></ruby>かれている。,彼は明るいキャラクターで好かれている。,<ruby>彼<rt>かれ</rt></ruby>は<ruby>明<rt>あか</rt></ruby>るい<span class='ex-highlight'>キャラクター</span>で<ruby>好<rt>す</rt></ruby>かれている。,ok,
n1-loanwords,キャラクター,1,アニメの<span class='ex-highlight'>キャラクター</span>グッズを<ruby>買<rt>か</rt></ruby>う。,アニメのキャラクターグッズを買う。,アニメの<span class='ex-highlight'>キャラクター</span>グッズを<ruby>買<rt>か</rt></ruby>う。,ok,
n1-loanwords,チャージ,0,<ruby>交<rt>こう</rt></ruby><ruby>通<rt>つう</rt></ruby>カードに1000<ruby>円<rt>えん</rt></ruby>を<span class='ex-highlight'>チャージ</span>する。,交通カードに1000円をチャージする。,<ruby>交<rt>こう</rt></ruby><ruby>通<rt>つう</rt></ruby>カードに1000<ruby>円<rt>えん</rt></ruby>を<span class='ex-highlight'>チャージ</span>する。,ok,
n1-loanwords,チャージ,1,<ruby>休<rt>きゅう</rt></ruby><ruby>日<rt>じつ</rt></ruby>にエネルギーを<span class='ex-highlight'>チャージ</span>する。,休日にエネルギーをチャージする。,<ruby>休<rt>きゅう</rt></ruby><ruby>日<rt>じつ</rt></ruby>にエネルギーを<span class='ex-highlight'>チャージ</span>する。,ok,
n1-loanwords,チーフ,0,<ruby>彼<rt>かれ</rt></ruby>はプロジェクトの<span class='ex-highlight'>チーフ</span>を<ruby>務<rt>つと</rt></ruby>めている。,彼はプロジェクトのチーフを務めている。,<ruby>彼<rt>かれ</rt></ruby>はプロジェクトの<span class='ex-highlight'>チーフ</span>を<ruby>務<rt>つと</rt></ruby>めている。,ok,
n1-loanwords,クレーム,0,<ruby>客<rt>きゃく</rt></ruby>から<ruby>商<rt>しょう</rt></ruby><ruby>品<rt>ひん</rt></ruby>の<ruby>不<rt>ふ</rt></ruby><ruby>良<rt>りょう</rt></ruby>で<span class='ex-highlight'>クレーム</span>がきた。,客から商品の不良でクレームがきた。,<ruby>客<rt>きゃく</rt></ruby>から<ruby>商<rt>しょう</rt></ruby><ruby>品<rt>ひん</rt></ruby>の<ruby>不<rt>ふ</rt></ruby><ruby>良<rt>りょう</rt></ruby>で<span class='ex-highlight'>クレーム</span>がきた。,ok,
n1-loanwords,コミュニケーション,0,<ruby>職<rt>しょく</rt></ruby><ruby>場<rt>ば</rt></ruby>の<span class='ex-highlight'>コミュニケーション</span>を<ruby>大<rt>たい</rt></ruby><ruby>切<rt>せつ</rt></ruby>にする。,職場のコミュニケーションを大切にする。,<ruby>職<rt>しょく</rt></ruby><ruby>場<rt>ば</rt></ruby>の<span class='ex-highlight'>コミュニケーション</span>を<ruby>大<rt>たい</rt></ruby><ruby>切<rt>せつ</rt></ruby>にする。,ok,
n1-loanwords,コンパクト,0,<ruby>持<rt>も</rt></ruby>ち<ruby>運<rt>はこ</rt></ruby>びに<ruby>便<rt>べん</rt></ruby><ruby>利<rt>り</rt></ruby>な<span class='ex-highlight'>コンパクト</span>なカメラを<ruby>買<rt>か</rt></ruby>う。,持ち運びに便利なコンパクトなカメラを買う。,<ruby>持<rt>も</rt></ruby>ち<ruby>運<rt>はこ</rt></ruby>びに<ruby>便<rt>べん</rt></ruby><ruby>利<rt>り</rt></ruby>な<span class='ex-highlight'>コンパクト</span>なカメラを<ruby>買<rt>か</rt></ruby>う。,ok,
n1-loanwords,コンスタント,0,<ruby>彼<rt>かれ</rt></ruby>は<span class='ex-highlight'>コンスタント</span>に<ruby>良<rt>よ</rt></ruby>い<ruby>成<rt>せい</rt></ruby><ruby>績<rt>せき</rt></ruby>を<ruby>出<rt>だ</rt></ruby>している。,彼はコンスタントに良い成績を出している。,<ruby>彼<rt>かれ</rt></ruby>は<span class='ex-highlight'>コンスタント</span>に<ruby>良<rt>よ</rt></ruby>い<ruby>成<rt>せい</rt></ruby><ruby>績<rt>せき</rt></ruby>を<ruby>出<rt>だ</rt></ruby>している。,ok,
n1-loanwords,コントラスト,0,<ruby>白<rt>しろ</rt></ruby>と<ruby>黒<rt>くろ</rt></ruby>の<span class='ex-highlight'>コントラスト</span>が<ruby>美<rt>うつく</rt></ruby>しい。,白と黒のコントラストが美しい。,<ruby>白<rt>しろ</rt></ruby>と<ruby>黒<rt>くろ</rt></ruby>の<span class='ex-highlight'>コントラスト</span>が<ruby>美<rt>うつく</rt></ruby>しい。,ok,
n1-loanwords,コントロール,0,<ruby>自<rt>じ</rt></ruby><ruby>分<rt>ぶん</rt></ruby>の<ruby>感<rt>かん</rt></ruby><ruby>情<rt>じょう</rt></ruby>をうまく<span class='ex-highlight'>コントロール</span>する。,自分の感情をうまくコントロールする。,<ruby>自<rt>じ</rt></ruby><ruby>分<rt>ぶん</rt></ruby>の<ruby>感<rt>かん</rt></ruby><ruby>情<rt>じょう</rt></ruby>をうまく<span class='ex-highlight'>コントロール</span>する。,ok,
n1-loanwords,クール,0,<ruby>彼<rt>かれ</rt></ruby>はいつも<span class='ex-highlight'>クール</span>な<ruby>態<rt>たい</rt></ruby><ruby>度<rt>ど</rt></ruby>をとっている。,彼はいつもクールな態度をとっている。,<ruby>彼<rt>かれ</rt></ruby>はいつも<span class='ex-highlight'>クール</span>な<ruby>態<rt>たい</rt></ruby><ruby>度<rt>ど</rt></ruby>をとっている。,ok,
n1-loanwords,クール,1,そのデザインはとても<span class='ex-highlight'>クール</span>だ。,そのデザインはとてもクールだ。,そのデザインはとても<span class='ex-highlight'>クール</span>だ。,ok,
n1-loanwords,コスト,0,<ruby>企<rt>き</rt></ruby><ruby>業<rt>ぎょう</rt></ruby>の<ruby>生<rt>せい</rt></ruby><ruby>産<rt>さん</rt></ruby><span class='ex-highlight'>コスト</span>を<ruby>削<rt>さく</rt></ruby><ruby>減<rt>げん</rt></ruby>する。,企業の生産コストを削減する。,<ruby>企<rt>き</rt></ruby><ruby>業<rt>ぎょう</rt></ruby>の<ruby>生<rt>せい</rt></ruby><ruby>産<rt>さん</rt></ruby><span class='ex-highlight'>コスト</span>を<ruby>削<rt>さく</rt></ruby><ruby>減<rt>げん</rt></ruby>する。,ok,
n1-loanwords,サイクル,0,<ruby>自<rt>し</rt></ruby><ruby>然<rt>ぜん</rt></ruby>の<span class='ex-highlight'>サイクル</span>を<ruby>守<rt>まも</rt></ruby>る。,自然のサイクルを守る。,<ruby>自<rt>し</rt></ruby><ruby>然<rt>ぜん</rt></ruby>の<span class='ex-highlight'>サイクル</span>を<ruby>守<rt>まも</rt></ruby>る。,ok,
n1-loanwords,ダメージ,0,<ruby>肌<rt>はだ</rt></ruby>に<span class='ex-highlight'>ダメージ</span>を<ruby>与<rt>あた</rt></ruby>える。,肌にダメージを与える。,<ruby>肌<rt>はだ</rt></ruby>に<span class='ex-highlight'>ダメージ</span>を<ruby>与<rt>あた</rt></ruby>える。,ok,
n1-loanwords,データベース,0,<ruby>顧<rt>こ</rt></ruby><ruby>客<rt>きゃく</rt></ruby>の<span class='ex-highlight'>データベース</span>を<ruby>構<rt>こう</rt></ruby><ruby>築<rt>ちく</rt></ruby>する。,顧客のデータベースを構築する。,<ruby>顧<rt>こ</rt></ruby><ruby>客<rt>きゃく</rt></ruby>の<span class='ex-highlight'>データベース</span>を<ruby>構<rt>こう</rt></ruby><ruby>築<rt>ちく</rt></ruby>する。,ok,
n1-loanwords,デマ,0,ネット<ruby>上<rt>じょう</rt></ruby>の<span class='ex-highlight'>デマ</span>を<ruby>信<rt>しん</rt></ruby>じるな。,ネット上のデマを信じるな。,ネット<ruby>上<rt>じょう</rt></ruby>の<span class='ex-highlight'>デマ</span>を<ruby>信<rt>しん</rt></ruby>じるな。,ok,
n1-loanwords,ダウン,0,<ruby>業<rt>ぎょう</rt></ruby><ruby>績<rt>せき</rt></ruby>が<span class='ex-highlight'>ダウン</span>する。,業績がダウンする。,<ruby>業<rt>ぎょう</rt></ruby><ruby>績<rt>せき</rt></ruby>が<span class='ex-highlight'>ダウン</span>する。,ok,
n1-loanwords,ダウン,1,<ruby>過<rt>か</rt></ruby><ruby>労<rt>ろう</rt></ruby>で<span class='ex-highlight'>ダウン</span>する。,過労でダウンする。,<ruby>過<rt>か</rt></ruby><ruby>労<rt>ろう</rt></ruby>で<span class='ex-highlight'>ダウン</span>する。,ok,
n1-loanwords,エラー,0,システムに<span class='ex-highlight'>エラー</span>が<ruby>発<rt>はっ</rt></ruby><ruby>生<rt>せい</rt></ruby>した。,システムにエラーが発生した。,システムに<span class='ex-highlight'>エラー</span>が<ruby>発<rt>はっ</rt></ruby><ruby>生<rt>せい</rt></ruby>した。,ok,
n1-loanwords,エキスパート,0,<ruby>彼<rt>かれ</rt></ruby>はIT<ruby>分<rt>ぶん</rt></ruby><ruby>野<rt>や</rt></ruby>の<span class='ex-highlight'>エキスパート</span>だ。,彼はIT分野のエキスパートだ。,<ruby>彼<rt>かれ</rt></ruby>はIT<ruby>分<rt>ぶん</rt></ruby><ruby>野<rt>や</rt></ruby>の<span class='ex-highlight'>エキスパート</span>だ。,ok,
n1-loanwords,ハードル,0,<ruby>初<rt>しょ</rt></ruby><ruby>心<rt>しん</rt></ruby><ruby>者<rt>しゃ</rt></ruby>にこの<ruby>本<rt>ほん</rt></ruby>は<span class='ex-highlight'>ハードル</span>が<ruby>高<rt>たか</rt></ruby>い。,初心者にこの本はハードルが高い。,<ruby>初<rt>しょ</rt></ruby><ruby>心<rt>しん</rt></ruby><ruby>者<rt>しゃ</rt></ruby>にこの<ruby>本<rt>ほん</rt></ruby>は<span class='ex-highlight'>ハードル</span>が<ruby>高<rt>たか</rt></ruby>い。,ok,
n1-loanwords,イメージ,0,<ruby>企<rt>き</rt></ruby><ruby>業<rt>ぎょう</rt></ruby>の<span class='ex-highlight'>イメージ</span>が<ruby>上<rt>あ</rt></ruby>がる。,企業のイメージが上がる。,<ruby>企<rt>き</rt></ruby><ruby>業<rt>ぎょう</rt></ruby>の<span class='ex-highlight'>イメージ</span>が<ruby>上<rt>あ</rt></ruby>がる。,ok,
n1-loanwords,イメージ,1,<ruby>成<rt>せい</rt></ruby><ruby>功<rt>こう</rt></ruby>した<ruby>自<rt>じ</rt></ruby><ruby>分<rt>ぶん</rt></ruby>を<span class='ex-highlight'>イメージ</span>する。,成功した自分をイメージする。,<ruby>成<rt>せい</rt></ruby><ruby>功<rt>こう</rt></ruby>した<ruby>自<rt>じ</rt></ruby><ruby>分<rt>ぶん</rt></ruby>を<span class='ex-highlight'>イメージ</span>する。,ok,
n1-loanwords,インタビュー,0,<ruby>有<rt>ゆう</rt></ruby><ruby>名<rt>めい</rt></ruby>な<ruby>俳<rt>はい</rt></ruby><ruby>優<rt>ゆう</rt></ruby>に<span class='ex-highlight'>インタビュー</span>する。,有名な俳優にインタビューする。,<ruby>有<rt>ゆう</rt></ruby><ruby>名<rt>めい</rt></ruby>な<ruby>俳<rt>はい</rt></ruby><ruby>優<rt>ゆう</rt></ruby>に<span class='ex-highlight'>インタビュー</span>する。,ok,
n1-loanwords,インスピレーション,0,<ruby>旅<rt>りょ</rt></ruby><ruby>行<rt>こう</rt></ruby><ruby>先<rt>さき</rt></ruby>で<span class='ex-highlight'>インスピレーション</span>を<ruby>得<rt>え</rt></ruby>る。,旅行先でインスピレーションを得る。,<ruby>旅<rt>りょ</rt></ruby><ruby>行<rt>こう</rt></ruby><ruby>先<rt>さき</rt></ruby>で<span class='ex-highlight'>インスピレーション</span>を<ruby>得<rt>え</rt></ruby>る。,ok,
n1-loanwords,キープ,0,<ruby>現<rt>げん</rt></ruby><ruby>状<rt>じょう</rt></ruby>を<span class='ex-highlight'>キープ</span>する。,現状をキープする。,<ruby>現<rt>げん</rt></ruby><ruby>状<rt>じょう</rt></ruby>を<span class='ex-highlight'>キープ</span>する。,ok,
n1-loanwords,ノウハウ,0,<ruby>仕<rt>し</rt></ruby><ruby>事<rt>ごと</rt></ruby>の<span class='ex-highlight'>ノウハウ</span>を<ruby>学<rt>まな</rt></ruby>ぶ。,仕事のノウハウを学ぶ。,<ruby>仕<rt>し</rt></ruby><ruby>事<rt>ごと</rt></ruby>の<span class='ex-highlight'>ノウハウ</span>を<ruby>学<rt>まな</rt></ruby>ぶ。,ok,
n1-loanwords,レイアウト,0,<ruby>部<rt>へ</rt></ruby><ruby>屋<rt>や</rt></ruby>の<span class='ex-highlight'>レイアウト</span>を<ruby>変<rt>か</rt></ruby>える。,部屋のレイアウトを変える。,<ruby>部<rt>へ</rt></ruby><ruby>屋<rt>や</rt></ruby>の<span class='ex-highlight'>レイアウト</span>を<ruby>変<rt>か</rt></ruby>える。,ok,
n1-loanwords,レベル,0,<ruby>英<rt>えい</rt></ruby><ruby>語<rt>ご</rt></ruby>の<span class='ex-highlight'>レベル</span>を<ruby>上<rt>あ</rt></ruby>げる。,英語のレベルを上げる。,<ruby>英<rt>えい</rt></ruby><ruby>語<rt>ご</rt></ruby>の<span class='ex-highlight'>レベル</span>を<ruby>上<rt>あ</rt></ruby>げる。,ok,
n1-loanwords,レバー,0,<ruby>機<rt>き</rt></ruby><ruby>械<rt>かい</rt></ruby>の<span class='ex-highlight'>レバー</span>を<ruby>引<rt>ひ</rt></ruby>く。,機械のレバーを引く。,<ruby>機<rt>き</rt></ruby><ruby>械<rt>かい</rt></ruby>の<span class='ex-highlight'>レバー</span>を<ruby>引<rt>ひ</rt></ruby>く。,ok,
n1-loanwords,レバー,1,<ruby>鉄<rt>てつ</rt></ruby><ruby>分<rt>ぶん</rt></ruby>を<ruby>補<rt>おぎな</rt></ruby>うために<span class='ex-highlight'>レバー</span>を<ruby>食<rt>た</rt></ruby>べる。,鉄分を補うためにレバーを食べる。,<ruby>鉄<rt>てつ</rt></ruby><ruby>分<rt>ぶん</rt></ruby>を<ruby>補<rt>おぎな</rt></ruby>うために<span class='ex-highlight'>レバー</span>を<ruby>食<rt>た</rt></ruby>べる。,ok,
n1-loanwords,ライフワーク,0,<ruby>彼<rt>かれ</rt></ruby>は<ruby>環<rt>かん</rt></ruby><ruby>境<rt>きょう</rt></ruby><ruby>保<rt>ほ</rt></ruby><ruby>護<rt>ご</rt></ruby>を<span class='ex-highlight'>ライフワーク</span>としている。,彼は環境保護をライフワークとしている。,<ruby>彼<rt>かれ</rt></ruby>は<ruby>環<rt>かん</rt></ruby><ruby>境<rt>きょう</rt></ruby><ruby>保<rt>ほ</rt></ruby><ruby>護<rt>ご</rt></ruby>を<span class='ex-highlight'>ライフワーク</span>としている。,ok,
n1-loanwords,リミット,0,<ruby>時<rt>じ</rt></ruby><ruby>間<rt>かん</rt></ruby>の<span class='ex-highlight'>リミット</span>が<ruby>近<rt>ちか</rt></ruby>づく。,時間のリミットが近づく。,<ruby>時<rt>じ</rt></ruby><ruby>間<rt>かん</rt></ruby>の<span class='ex-highlight'>リミット</span>が<ruby>近<rt>ちか</rt></ruby>づく。,ok,
n1-loanwords,ロック,0,ドアを<span class='ex-highlight'>ロック</span>する。,ドアをロックする。,ドアを<span class='ex-highlight'>ロック</span>する。,ok,
n1-loanwords,ロック,1,<ruby>彼<rt>かれ</rt></ruby>は<span class='ex-highlight'>ロック</span>を<ruby>聴<rt>き</rt></ruby>くのが<ruby>好<rt>す</rt></ruby>きだ。,彼はロックを聴くのが好きだ。,<ruby>彼<rt>かれ</rt></ruby>は<span class='ex-highlight'>ロック</span>を<ruby>聴<rt>き</rt></ruby>くのが<ruby>好<rt>す</rt></ruby>きだ。,ok,
n1-loanwords,ルックス,0,<ruby>彼<rt>かれ</rt></ruby>は<span class='ex-highlight'>ルックス</span>が<ruby>良<rt>よ</rt></ruby>いので<ruby>人<rt>にん</rt></ruby><ruby>気<rt>き</rt></ruby>がある。,彼はルックスが良いので人気がある。,<ruby>彼<rt>かれ</rt></ruby>は<span class='ex-highlight'>ルックス</span>が<ruby>良<rt>よ</rt></ruby>いので<ruby>人<rt>にん</rt></ruby><ruby>気<rt>き</rt></ruby>がある。,ok,
n1-loanwords,ルーズ,0,<ruby>彼<rt>かれ</rt></ruby>は<ruby>時<rt>じ</rt></ruby><ruby>間<rt>かん</rt></ruby>に<span class='ex-highlight'>ルーズ</span>な<ruby>人<rt>ひと</rt></ruby>だ。,彼は時間にルーズな人だ。,<ruby>彼<rt>かれ</rt></ruby>は<ruby>時<rt>じ</rt></ruby><ruby>間<rt>かん</rt></ruby>に<span class='ex-highlight'>ルーズ</span>な<ruby>人<rt>ひと</rt></ruby>だ。,ok,
n1-loanwords,メイン,0,<span class='ex-highlight'>メイン</span>の<ruby>通<rt>とお</rt></ruby>りを<ruby>歩<rt>ある</rt></ruby>く。,メインの通りを歩く。,<span class='ex-highlight'>メイン</span>の<ruby>通<rt>とお</rt></ruby>りを<ruby>歩<rt>ある</rt></ruby>く。,ok,
